pk_col,integer_col,number_col,boolean_col,date_col,string_col
222cc94625deaa5e51a38b7fc66f01f1,954,207.0,False,2005-06-09,DJJiQZpUzfuhMiFyGUCTVFpTxcYYeKlZQNzPJTyMHIfOQUrLuXoEHHqruaMfVPXyrnKTiB
74bfc9e5b6b73dfb2f27bad598e3fd18,960,668.4,True,2025-08-07,jUFjcNJIbS
10c8d080b2c6aa74d5724f00bc0d6c99,918,543.8,True,2018-05-19,wVvyDVVUdSwYpaNOHAulaQzNCpbTQsxClnHWpbnSgAWUEPIJUPOCiaelhpHgkSlqm NaZwJ pvW oczGeuiFyNm
e2d0dac1c7c1e7481fe29982b10c99ce,21,511.2,True,2024-09-05,QvyOJimgSsYclqbvkvL
eda10a02dd975ca19c40db38bf8f6b54,341,483.9,True,2010-03-15,DPRKUpFeSMHpXGlXsfoHHunidbUrbzfQANDAPBzKvJmPjFzTfdeimAOVBHQbQsYIsmpql
8675553d05d5c54abd52fc91646fdcff,26,876.0,True,2006-06-13,ApvLuPHpinejnK
c30713acc25c9550cdbc655c00760aa9,124,340.2,False,2008-12-23,EbPBhP bZsLINjDZf YyGD qatJXPHdfhlglKGXsjwjEcoTqkHMiFhkmpfXYjWL
01ff1a866f1e98f29c26761fe85e9c91,354,269.8,False,2010-06-06,tUZgutzGAnODIkAdiSDbQVCcKocWofmqqsGScducOxJyBnltEayJXXQGEywxfVrFJlpJMEKvPQxynOlAuPYKsLlVRebV
e24d44c8611dd8eeb6074c6523564b72,846,583.9,False,2025-05-22,FDXrxpqY IFrTlABBUsYGvkDFu XavQZEGfdpPqjqtVGlAGFWbbGoOlEYRiixsh
0dc6fd3fb89aab8d458b9d96b8706eed,254,960.8,False,2019-10-30,XL
80d0439f635b9d079f9ba0c90ec61cea,777,165.3,True,2006-04-29,LZmcNbYlTQsTtEeCUwuTOQClYCu ab ZNEdbOWigWYrPDkPpuTCGVyG CBDBH OtFDAGpteH
7bc2193e46f5d56e2a90ed4fb10581ca,779,165.4,True,2001-03-21,FspQWmwxLnNcEVb duewaXFZKFcTckkNDjPnwZgpDnNaliEgHomMAg GrBFgYmIYGLuGHsvRsGkghaOJtLJVhlcOamQTGprW
caf8d75f297aefe65cf5c50c3c8beeb1,29,33.7,True,2020-05-17,rooQEgfGPcnsoNjIOBqbiYVYsSTTYeojfCDB
b0e6a181ca0ce4f8a6700fcc9021e8ad,576,835.3,True,2012-05-21,wlOvczVHvDZI Ir
5388ca9ee5b93e7e4f40f5d694471186,398,380.7,True,2002-08-06,BNYJtevdELkINAUOoLcbOGjIDMZesVBLFQKcmZ FjiTcqHtlHkUFqDzwqLzLWHTa
3e0031a2f4527be92f9d786660951ea3,776,523.7,True,2016-04-03,ydW MwXXIhqFMKXwnPICMMkPpzoDlkijvuTEcJZunzsrwmTYWGoErsQJwdWjAxRrPcAOWSgjqToESUhuCW
388dd79ed8af74cc8301ed0b6d0a0726,615,44.6,False,2014-11-18,PHZKunXFlSHq LExeTMWGyMhHIGtZbiFOLiVmlnno
3e4c62cd2d528f1da5b32b8b893c46d3,370,377.5,True,2005-09-20,rDpgBdbRdyQjHoHLpTwrMOGJeOVWDzhpWYhukqcIxNenYbruPQjhsKNVEHMQWdbmDYlrsnidhP
92aa1dc6070f44719a4333db7a41300d,548,241.2,False,2021-01-03,KoOylcUXWEkgJimBsUGtcUhVYoRnVFiQ iBmvDJiLF 
d1e1eaf3490e603e0b1e7967173da087,514,994.2,False,2003-03-05,DGOFeKOUsjxDvgbBfQQhhtSJRglisOjiSYoE tHWEqBGzWwnzDBMdOrreA A ZMJZObRSInpjSOgorrvVyHvvx WWFHtp
6a4b7ee67aabb4d54de6c7c408086316,896,432.4,False,2007-04-17,ILYvORmeNNtDGdO
2e49d31f18ae600a8e9392702c67a15c,295,713.9,False,2022-10-04,aGqLeoQPDILHFoUKCGevlvrrTTwQVpfPEcuSiQlHzjwGMCdPsHglHnSziquI ITEhWavYMqnIpCV
d0a1900a4d7fa0318d5f0823b7bc55c8,139,32.1,False,2021-10-01,TfSYavIugFnrGhWTTIzcOylkOpQhaZFalObfGdYyWZMQizqKvf PMFVngJlkrNeuqYVMQK
779b132d88a92a8c8575e5f338ab0cb9,645,679.5,True,2017-05-19,BNCo corwSkVXYoKVyiuiHrmAhgNNqiwlLqnWoaTjjKtzCypdgowdFKbIyWRgshKRGWgnjhzhIoYGddbduUT
3d3ac6636c0f6dafcdf9013055f0f07f,908,713.7,False,2009-03-15,rCFfsVSuzbrZiJryMIWShKCEBSwbIjOpNumigcTsdhNbRjMnU BpoWGxVoHJBa
eee298d02deebd8a72889593241680ff,519,14.4,True,2015-04-30,kLdewkoYhlVkrHAsSuXAHKBaZElqnxaxyGdiLzmWCXQsOmbYaL  TqIWJWsrKlCJUzstLXBjzaNxRobEbKyWwMIhvCrBK
6d910babcec7f8e95a99dca723d71243,598,261.6,True,2016-07-15,MneCN  eEiXBDJDJmvaDoNoQSQyDCbMzFcSWlfRpmQhfqEygcvNXrPmetAjuwmJAD
2f6a1823dbb5a90dfe67b369e8501bff,695,836.6,False,2016-06-02,Ntq QH OEdUYWPpnMmvjehdmmJfZHArsGbUMQpJNAldSMacQJmojpcvYw
0e86470ae5a12c00982c0f1108457522,200,402.5,False,2017-02-17,a Tvg mFNdLzYMC KlTrBBSNMyHeFRXpIwijRXtnT UAukcDVyRcWpplIdYpJJFphCRxjnXx YMo  HQjqyAixxbnbxODRjP
68ca8522779c963d125b5f76fed794e3,425,673.0,False,2001-08-15,jVpyFrDGIMPkdklrtIsvufWMoIgk lOsftNPJabFhFPycMzs
b1757cb35aef52d5c658802384fa02d1,18,843.3,False,2000-05-22,nQhGHQhrYeKhEZcVfbpXvoeqmKEQvw ttPPNDhfmHyfwpCJMfgwnSFOPbzLKMowghTccli
54149e6058562b4535c1451b6c016bfc,45,770.4,True,2017-10-28,pJGnpdXBkDegUv
a39fc46e5b21cb5e6e7a3c4ee076e4be,820,846.7,True,2019-07-21,hOtRffXxguzrDjqLgMPKWRvbiZcg
a499eb4c0806360cb2d7ea3bc42a4977,874,807.8,False,2004-10-05,gEdGKzdKfpwkrxjtRtWSj
bb72ee152073f8cb95ead36ec98b44e3,302,737.7,False,2014-01-28,mMH
2d1662b475769be3920c6b0b0b339d0b,34,492.7,True,2013-08-16,BlnqWexpwICGjbsgUsevrpkPeSaeHteNGLC
41a0bf14a5638f0adc0a1f56dc7c65e5,409,289.6,False,2023-10-19,OXsAMxHCaSKarEwfyuyHhCsZbPdztKCOfATJhYBhkQfqqcjoJu
dd868256f43d1d1d3ca22cec3b5f1059,97,652.2,False,2020-03-18,XipxF GtIgWLaQKDcUufpYvlPXUbwnYIrv DTJqGrcSJzpCtqTIZClHkgeXnQGQmbAsIeSKCoeDwMNlHTAfwTIbS
f2774b15030c8ac6a6f9c508d9a131af,123,796.9,True,2005-06-22,HpDtOvOhjZWncScXcQwqhTHicltwzEWFpenShNoXIHmpkpZhgxkaOcXlTtVBdplzPEUaUcsZOQUwnvExIpytIPNQZ
3bfc72a3c2b28339a594ff1990875cdb,670,406.0,False,2025-05-29,vaoPMNxjyi GKMnExe
1e4ce241c3bba4dc7c450a324f20937c,522,703.5,False,2018-01-08,ZkziBWggZMbpJaGJlSdGERQJzJoUsJVvTiiTVctxZMeEyUYuSF
d422e300eeca4aa38b5ecb8874625730,135,606.1,True,2024-04-25,yEBcFBOQFYpbYzeyWgyaFwNeqVHuWKVRzUu
d6b7ab4eae232c27deded1f401b0ee78,857,787.9,True,2006-09-06,TI
6129cbfb1ed592bf5097113c58ba154a,607,842.4,True,2003-02-18,qexcDOOzSfWc 
bac6d27dbb9669fb2a84d22c56647706,295,272.5,True,2017-06-05,YYBqKyEWO
c56d64830b31adf26c2658e2a869e8a9,994,422.5,False,2010-05-18,sOSxsvTOclbsUDhfjfMwlaXmCndgAVnCAkLgmesVRAhUARFwsQfTUMshzRyXvZINFC
a06ca949f080ea5170d1188aa627d036,814,552.6,False,2003-06-23,lhUPRyA fGCg eRFJjmveHBVi pqmodhdXzi euPRAMQyUpFdWwTFpvjcottOGYLdj
1b77289f8af13108f17e98ad61139f67,846,506.6,False,2013-12-25,qiobJfHqpIcmyxIWoneovX
2ea7368d8dec9f6e84cc4228c4565934,259,31.3,True,2015-11-25,oQjAKgghtNsnSbfMuCuLzGKbERYDwTkCdwzrSnOFkqxeaeuwCyJFKPSIALkfxpHHRnMCdATPkExoKG BCPayoW
6418c7c77bcb2847d28a3c5ec3f2d09b,739,647.1,True,2001-10-30,KFhvzNTFLKdGpzLjORxudJQnpzKIJrReTWdpXBmzBgIu 
286fa6094b5dfb261be058cf278b8185,795,704.0,False,2021-04-25,ypMjtYRkcbngImlOntsoSIlQ VvTFOlTvYKMGwmRYaixpdoiLzCEPyDHbOVlctPuQpnrqWMHukiN
cec990dadea9fba5d4d28cee5340ec94,570,435.6,True,2009-04-26,xdYSlxbgUNAHIsNSHfiegzxjarNCaXezlDxZIwOLMPruPdxXWyyZAsvLnATaxbeMXmVNeDrvPKE
e07f28f170439b311f624e33e6075ff4,283,470.8,True,2009-03-15,nko XqbxTBLXfq
791d9d929f091945d78df496cb3968fb,504,110.0,False,2010-06-24,eWI BQBGvyw sFVeWLWwQJhIdFaakAjXvQJqvWhFsXci
1e88da3e1d784746c6ed0d0ff35d4237,732,164.4,True,2012-10-13,XkdoEPpciKfYewAlSoDuJte PenglnqrmSJPBhsiTENUJFWRxLAgaldxHNcyagLaXrCUwGRQvVuDVm
d7278ee5b78ed8e0fb4048050a101443,555,639.1,False,2021-08-10,mYtdhCGkiaJjAvVITmwIb yPIDKajWVnTjTmbXxzqznqMrEyZNlrQNoFUewAKOLBIlwAefITzMlHLabPujYgDrgwxfBrm
8c200f885b929c022c5d69574d249628,848,74.7,False,2023-03-22,OjhgSMiIsTnkDiHUSYSNv
87fd7cfdb17dfe23220147420f246703,898,650.7,True,2015-10-28,aFClMhgtlEFpSNCAHbLjz
e79c8da7bbcb4b1293d73cb912aa783e,78,649.2,False,2008-07-01,VnCkRuycxZaRFGdnYfStBlm GpdmhrUoYq
ae437ae2210c24d72de93a14ed917864,952,538.2,False,2019-06-28,aSojfxsRyQtmO tQmSJavEQJYXCg fZqrdyAYjsAzntVtdlzkSzmsOCTRKs mQxeZHzG
72df31bb722c37338caebe079a9a7a42,413,564.5,True,2015-10-23,xgZfNXsCYGmSZpCncJeGmuWFQoRK RsyIvmIUklkXqrtVnEqnRKdoOaebUooAgbLRAGJeU AVtlzwNfCyKTcodF
a824b3d9e588bdc05e0f91eb70fc450b,428,794.4,False,2003-07-13,zTcfiYserqilLcyERGNzBmLhAekUmAIClkqEObwNprqvYudBRrkdnjvtrWqSxduTdZZL
c0f0e9cfe63f83c5e7fd3db1e359f2d0,906,849.6,False,2024-07-22,XcguejxPiIaSbqAIwZmXOKydHdpzfciJmAoGCuQvHGJCgfkPMwXTk DvajKcLIiAgwUtIlrBcmDJ
5585d3a7a611c3ea410609cf149a7a48,803,871.4,False,2024-02-24,bCeSqpnmOUkvhcarHrDYkpDgHmCNcKefUoBeQLaVOZYXnxlAckGuLp
d349ccee07ba0977ca12d328ecc441fa,793,967.6,True,2021-05-28,rkQveziUgItRrUYriaHJGXZlItfYGqlnomgbYXmuDxTzNqTWnBIrKtlrve
aa0c9b3cd17ab6dd32365e299f989b9b,559,674.9,True,2025-03-27,LLjpSZkMUucfBrjrzcgNgykEwsVlScdKsbuwTuhJFRJJabxQXnIFrNKzpEWxMZhAaqNLHIVzfhvIzSYWCAImsaHGnzzRdv
209fa2ebc01be45c6f6dd4f39e8d2d05,561,449.2,False,2002-11-24,qPvDKQOEflyuZcIblkroZEWtUmAvsXzKWabqcHnZHX
bdca8787dd982949e4ed3f8f6b89aef2,692,965.6,True,2003-10-13,xvMLWaPkYsgUqbtz
757b01bca0ea36a2bab3a8fbec704dc8,11,170.4,True,2012-09-25,vCvSTIEPhSyGeJRRNyseHOoQtFZSunvzNwp
e220f26c1bb8e95ea831e86e2b0df61b,96,845.4,False,2010-07-12,fynl enWWaQxyTXKaY
b776d8456d7522091d381eb182a1af4b,553,597.2,False,2003-11-22,UoMKLLQVTcixwxUFXtLLnDANdxpTDjsBQfkppmaMbUDlnTOEwaKHAUMqrvspapnfCuvq
7c2010135f522e22c0df466d6e382815,548,633.1,True,2003-05-13,kSusxdSDqmPYjBpjDTiYQVQEtVJoPnGFHrHzQatJgWwzjTdA biKEbcCQCXpVdwposMVxKzQ
272cdf978f8ef28387d440f679103cf4,945,116.8,True,2001-05-17,FjnLaDPHuqkzvOSrOWTmSLYzwdbULwKHhVidRbFV
3a37f32a061c38151b25d4da467fa260,273,312.7,False,2020-05-11,JIRS HpAfXCVIAhmFnFKGAHXAmtPFIn dRvoTaS CVDfAZzz
5b355e00e51c6a64d312b84e13827800,456,281.3,True,2022-08-30,lBIEmpzoOmPxjBHsvSMjTP ajnCi pipYzCqt
48d555e2685b5e5c12b104557f3eef77,889,351.5,True,2011-04-18,owvSAWRCWlnCEVSvbUsJbpGkPITZcqrFNiPEBnXQYramrIDWOMetALfysZPuzNcWBqWuOZfHZzuNLan
209f7bb34e9f3e057ec9018b079a0711,869,409.4,False,2018-02-20,YFH  NnQhytSwMApYZBzlthOTAxqaq
2d9ddcb796f4c078c84ce12363bb2d2a,827,296.0,False,2008-08-28,aJjzTNQUQpDJbsYnoxejlDLxTcXCNRXXmzDnnNpZIqgfpaSqCC xZdOqAKAHijqUmvOGUpNtDbHnWPacHRhfLrbEjXxd
f03e25197a5bb5960f7cfebd6a799cdf,580,607.8,False,2023-12-08,geWV TVVjVLAkOznkdyUmxRLVnLqbcKcDuoEMXUNAKZmEVoddBJkmdINyMvAltUuWnZNEbmfIyCOEyOJ
973cdcd0f3f11a20ecbbe7c839d09970,17,867.1,True,2013-11-08,bKFax eaDtntNdjhbzEDpHYIPCxdNIoTInyOmnOrmyKfLqBIcVueWJVCjlANSIOeiTPqC vMCANrhNiWACZjQSkzJKxp
45fdb226d3caa3fb27359a29adba226e,286,533.6,False,2010-01-06,mkKfWvcURQYQXzIhXInvRVvIywlDKWLOupfe rOovIlUoJRcCuegFPeMAqSolUfNSUcIUynNssddRSu
a04a9386dbf1d44e7fd5752e90be3a4e,955,937.3,True,2018-04-24,vwklmbWCCXTYlAwlJJzJmzXpvvkhdORAORgYmBEWnWJnptHiTrDYUZuJpYQifcIFSjzsyoNwqblzRqdA ziEiUbh
4ebbd04a0cbcee650f3c68fe6b402d2d,535,511.0,False,2017-01-07,qqivRBxiqQHaFhxOx iudzBwlsNmYzbuhQIJ DBpRFy
c7da0b47af459ad25ba0d55776a54ce7,95,61.4,False,2016-11-25,MvroWAceFpxaaSySjoZUtDmiqO
95edc635aaba2ff8bc9bafbfe1aebe08,740,596.0,False,2024-12-01,KUGayRkUqVEroQefLHtOWaWjpQpJozmVcinQwqaBEeMhArgZZgPXizSuyWepGgZJTHtz zjoOPf
c6cc125955be7e841fb8570c907782ad,507,29.4,True,2004-06-27,OJsWX
37a30f6d6ce1afe6eecc0d8339f6597a,667,861.6,False,2022-07-15,ZdqpZgnLLboMCgOxqthkltSZDdPZRvjNXXjqQGMgGbJFZOxpZ TvzmbHeafkTzFwGteHbqQnnPjjXOquFiy
40994d074ba15cf13e1115cc1e0f49ed,459,645.2,True,2004-08-30,EjMClJaiiSpGXJEVPh
33442245ce7f69900c49135ace26f6d8,103,932.2,False,2024-04-16,UJy fDwZiqbkbhhmdooB xKUQxlDcopXnsMEea POMjshzEGuWwXXqkJqvhNYwKQT hymgHyngnTdVIJpTVkkCcEO
ddc1a63f58c0e1fc6cd5830142928184,196,92.6,False,2007-04-21,CtpOQPxwJFwpILkCSxOkGauvEvBmJvJgoozRvRJHmgxxDeolWPydOSdcT JMmDQd
fab9ef478a59819f0551f5aac2c05662,72,145.8,True,2014-02-26,yQZKiWBQxUheYZnWCwWZCrkNFIHEASQBrhgtbpXLVDHyTiawZKFnDbgpkLcGcjOfewVYsbVbgq
80ab7ccfe60df2b32892142e2a630e89,319,569.3,True,2018-04-16,uEjSnxQCQEjtrwiy
799586e307c3daabc7ac42d8ae89fba7,518,547.9,False,2006-09-29,odkarcoKkPqfRHOpMTilwhrUrRXsYSdQXoMUAiFDidKp
8310753fc36e1bc7f9ad3a95297bd591,861,268.0,False,2020-06-04,MAjigFRZwfReblEvlyKQxHWVUYZOYJFCLsrFhvRearHXpsawhcswHuvNTbOsONVpUrC
e016e4a447bfeab827d20618aa268d7c,322,486.1,False,2006-12-18, ToLrbeoiDjRHmosGSAzSCbksoJFbODfJbygujpGoGcwEHKyihADvsCUduUxVyQsdtSRM EBSdCPMdRLAONO
70b35cb37ca3238dd5858e0bdb36dbb5,266,509.0,True,2009-12-17,anChjSyrvSpL LZOTXMhNdNIGnrMWuHRFPfkdzacovk
3054e34f1ff7869cc88f17e562e0743c,711,334.7,False,2020-07-26,e
3a2acdb94cd44bf053ed925a07965572,269,353.6,False,2013-07-18,bBsncyJXtEUfYZEvEYHtOeNORuoJelEHOpHeREYICwEtDhRCJfUraXyBifvAyk
f17146060e82df6e1bb5f440725891f0,832,655.1,False,2021-02-07,xrwGvzpEyUlOdeKmSzuSHOqQbKbX RmjxCoAvmalhqQnKChCQOKIvrdq
0a027010f62fa1b8c7c7ce6bc6e7ac80,808,105.7,False,2007-03-23,knrpOqBbMTCEZxCceFCHQNiPlRyw vtnTZGmNqfddZDJSvEatfrGMQPOCGhfOrKYtQtxeZnOfKTxla tRImnEirtRKPFYDqt
4ac389430789e5cda541665a3d679dc4,995,983.5,False,2005-11-27,WyvrcnEwb kwAcksFKvpwbt
3e44678e493b0cdb3baac0cbfedfdff3,712,273.6,False,2009-07-13,bIQIsREhE
94d0cb6c09151cefec91c4d09af4635a,456,157.2,True,2001-07-05,Uujrnecp LcQruSSWBGComjsPfk VfZWQkueQMaZUzzVGDzUckDDdlHSBGtsXTXP
e58f17053cd5369030f85b50fde5580f,381,21.9,False,2009-08-28,lTgHAfSpQKonqmrCQATywSGolKGaOKcDqzLWGjMtSSjDVAfydqbJBuSepLfnTFwuJimSSQFNe ssmWVzppmOLAoVwTPsELVsU 
73757c8b0c8be4d4bd845bd5629b214d,313,934.8,False,2019-08-22,iIDbNkxnLfN
73ba5334c50907c2317487296ac49a6f,314,726.8,True,2001-01-25,wGQfGwNokMfgLwVTwichDoTdzsTDZYIjwSpfZwgaMmxQcYcpHHjODUsISIJ
c2421b526a652f987237e9fada74763f,879,985.2,True,2003-02-08,ihsOmiGQFZEowAwrSWJEXPTDeWsqjfzkjcTUyYhcSDSNbXixqg
2999d4e8eb38587760463028bc7f2e04,751,467.2,False,2006-06-25,tXdRTiRwYIxRMnWdhxTJayypMpyNQtVIXlyQutNn WGHXO RiKbSvtZyfLTA mCrWLKQtZ ug
e41fe9ba9350bd22bf8aa964db836d17,809,585.8,False,2011-02-10,IThQYulXaTULPUwHC
f1ee841626f909c362c7c6d4c156f29b,38,218.9,False,2021-03-04,NQtTCSeVnnzkiwoso dmn DBTGiKVemrCGCoGpoxvVnzWBGLuIAmrwXFHLjHkMxfjIxpCpxFFMtFcfjOFh
b965b442b87a6421f0dc05830267d40f,554,770.6,False,2004-07-28,QIJgBZGn vAWzqy CHyketLtATGCDiZeQsvRiPBSRJkQYOueXCdjTGxVijwABlFYWHoxuStbjAqic
086a4e9ed9cdf5ad1d15a31b83d15c37,504,792.5,False,2011-05-31,XmZoqulptnhJGXFPDwaX wxibHKGaWnkPJYIzENBytrLoiBF
f4415f49c09f16eb5af47e8f7376e394,128,714.5,True,2022-12-31,TakHJDorTMMweXlbAMfycbeFlEmRNwBCkXpzlWAXdMdgxOrgowgzKnIQvYqTLwtNfLdpxiwKNAXdXchBrSUNAULrbXfQ
df8d7a266780bd803cad63c29950c23b,802,525.2,False,2016-07-22,VZRfzCQYiQCwVM Fai
479820f4073ad9ae9f7ce84c0c84f6ef,482,777.0,True,2015-10-01,KWMC xMskPmQI
9838b166d008ffa4fc521b849ebe2eee,416,276.5,False,2005-05-27,tyg NCcIPbVljSi nVbukRRTGuhHUOfAecIQNZxdPdHSPsbccEoumXycWDXmNhgMtSJsQJfaQZkfzeF
0f0ddac99a635db85f4a0648d6c3a398,854,615.5,False,2015-05-27,tAkcW
68905c2903ea7092bd6778ce9721f8a8,813,863.7,True,2005-01-05,nQhUJvdMlpqkvLZaNSEQNFkqfWeE
cac1a7ecaa204951073f79cf639e61bd,965,561.9,False,2013-01-05,okqombEiRXxZDGabrXarRqDMkAFrahmEICUcboaJyuBMMTpYkbOFISVGXFExQxHKKncWazC
a50fd62af73f122fe22dea927c2e0163,840,452.9,False,2019-12-18,EWlEkyqwBnoXlplZhlobBAjBVSeaWmya tKUupF lvOixptAjTpvkxzWWsGXTnWzckOadZ
3118117ca16f9590f1b9cedb07a2be3b,225,319.7,True,2016-11-03,nKRgdxBQ  qSBZEtO yZwDNYGzhduhrwVqxxzGCFfTSfeyAofqtonfyFWxxQVyKgFwuCibPSryUp vzZJta
781f1ef94aa77883d2f02be52ea61436,253,139.1,True,2025-11-25,OBlEOlzgLizxCdHt Zo
e9bd2bd2738ff27865398f744a0b5346,716,571.8,True,2005-04-09,UtjTWypBplIrVqieHQpmwffd TsGY NLSyZ 
cb1b621ff11273662756724e08d8e420,129,82.4,False,2016-10-01,waWloJwUGqjRdKHnUWaS TsJZ
7d96c2a2a8f10b852fffb31bcf03d074,833,387.7,False,2011-06-15,AFtRYDwtNeNEjmMFaulgNEvyPABCYldEhvyYmtorRPrGuVhXbrVvfGADciiGcf
5352e1dc5787f240bff95dd330c94386,325,841.7,False,2014-05-07,umhNHEEklApaOjKumkbHmFppUDRhbXSVxvidfTOVTEbJPPsSZLaQEDIGxnuTglFxSqVzOKSXgLBoGFaeIxxuMCtOmbEI
8a32cbaca0cdda196d9c764505c52583,680,27.0,False,2006-12-30,mCYmzWhBHAPXVhWxygk OopVjwCVjPolhtllMRQRZYGcUrizJM
7eb42b7279e021e3e0d537fcda18551e,689,845.2,False,2010-10-10,IdqfRdNVuZpVHXul dzahvEYHQAcjuSyKsNekjilyGhTkmajKtliSLYQGHVvTtbkBIemriyMjBdMHTtC
7ba586829896cb9cefceef63f41d9ba9,375,380.9,False,2016-01-07,lvkltIJZNfbIgFpRQcBeHzdWqalEBTIyqLtOMLhhiRzA
8ec3cb7dc59e4a49cae73c3ba553f57e,788,998.8,False,2019-10-26,ASTvsBLFsCOYJs bUnnmoNkEofgfjPjKEqKr pcsLWOiRAlmFObT
031e5a0f6ebe4cb5286f2db11ff51e46,657,500.4,False,2022-01-23,W KuxRj tAKHAylJfYRZHTcHhEIEWCSTQAGRcqkvcauZfReQXJsl cp lN
384180805bcf2298aa48d6993813c8bb,215,194.0,False,2000-10-08,WXxGIux pbfftTQsuJhPcOvgtNCQwJtaPF niEcsIMXNdTnYzfGN
2e3559a0eb4b6a159f3f084c2f1ac8c3,166,232.4,False,2003-08-26,XtmiXCUwKoNgpdHhu FdCcULTgkWMjbLngfDEByVxORMbpVYWdFwYtjFmTGjjxncLyscvqmVXuZGHHqb
3ccbcde617043aed933aa0cbc2d87309,858,236.6,False,2005-08-03,eXqhDKhSUIRDjKrbgnjXtQHUxUeLeQlBVCQTYNMIOtabaNcUfLmgf
69574e2ddb58f6db5963b3215ad8f5e9,881,11.6,True,2002-03-10,YNsNlZnghBxQBshURAfFIHJpUvjwewIEHOCYdiCjYmvYpLI
b27abb486454c6cf0e9c1254e515895b,21,364.0,True,2017-04-21,WRYpbEMZgjmMJhlPujFYxmwqTMiWRbOWT BaER
3ca9a0f4683d3464dfce8ee6adc07311,804,663.9,True,2003-08-01,eBQpQuvcPYGrGXjisPorpXEBvu
31edac7f15e0916d75d7289768bc72ef,658,285.4,True,2025-06-25,kcYgNtTreZaktVqVwlIpKOtjjOqtoDwgzNJJsRSoGHDBp HIMOjHLmVYHihyz xPQynCKqNdDUYSZcdRxM
1e2e94a1973763ca1de9675b31d11b15,729,225.3,False,2021-05-31,LyzDJDCNLrFeLEsb uRuOpnehPjHUvoZhLXVZivoHQiWcF lbrdoAwpVTTZqBPdUMceCommlRCDvyhtJJ
054fd0bb8f5b071abc2c2c525a1fee4c,81,726.9,True,2012-11-24,VAfIIeIiDzeivzKp qCqjfUAyxjnNavQZIxJpTcqVthfjNmjEsBMfGOX FqcyhdgaGXppiPynMsWOlaMOyVZIz
28ffc4abe19ba232e85d1eb1a5932648,86,248.7,False,2012-06-10,ORLfnRdjmzQSqX
7ff7656c0cea03b961d9d53e76df798d,646,417.9,True,2005-03-19,KxRm jQVVFaVUgyVspIlvZbdojZhIlkbSAHSBbfhvyCBTjEzUVsxSxrLDuRJuBjkZBoteckGpjBkmWcYCMIGuPu
cab81d2be2e3ea6d40838063a08b2c50,159,250.5,False,2001-12-10,veWXIuAeKFJDJGRjSveZWIxleYrpzQrvSXIjlthVvcaizxRhsEas
22099ea181b0796e38458cd4dbb7ef99,559,633.2,True,2005-11-10,NcgLOPJvGoCRJysGPIHubzBdvChDgIzqrnDUwqvSlkVwiuOJGPuI
e822c2d0b186a8fe5e3db97e7f807604,189,827.1,True,2001-06-03,jkVCMZtEulMCHexfVgNnxgVtkDeeSEesQFDpFCMMHUxHbpiqVdXzaackMdgOSHtgtcOBweEHz tcEItFsMlJIpRRpKpyDBjdp
2ee59483bdff4b79fd527758fba1c133,363,325.2,True,2021-05-28,oJQENXgXNfqACESWWXCsdgf
6f98da8eec7c2fa9e49fc479ccc2bc77,698,673.1,True,2004-08-28,DwENxMETlRHRiHpMlXOEEUPxiyPahRkhEw rALFRrmrYKCrDTBZBfXXrkGpUYejAchIf
98012347ce12425ad2b8ddde35d14c26,97,371.2,False,2000-05-04,STuCLdjwSXXVZJyLrwMriNwLkATzAgIUfWjvtMqyxSscOLqVwWRoad
7685aea0a2f675a00f2afef55807c23e,650,525.9,True,2020-07-11,lFtzTzEqypvjHyZmSGPrqMFfCtEmiO sFGKzSoRsrQlAracSdUPsCMHMxUwJhhCggVYCSGB
c253fd1606482a78c93f706b70904e3c,589,840.3,True,2006-10-22,WCOrbCtMvmLDbRHuERbUUmmj
e68f3822f98016159e0479fe081a822c,252,639.6,True,2006-08-15,VTKakQSCLn DjhHVLEWxOKKvpQTBRAlFtXjM XDpkOesRcCgrmcHQCMQUVroNijMy
35ee9f27cd156d7df3a78ff6a13fbb2e,743,934.3,True,2003-05-01,RQtUPKjf eRVsjTQ BBIuK
18233504dd5bb9d1d407cbff12808336,271,627.6,False,2018-11-29,FRdSUaRaRAJkvaHImUIupiCeDWGoUzuAmeAwc mKzJiTKKuGAnDWRoy
8ece64ea3cd9abd435f34e2596785977,490,498.4,True,2006-02-11,VmltIlHbdDirYYZPxRaOrUJLXnzXMkqcAbEsSApnmQEFUZYQdcLErDjLvgTCYN DVCyGkHy
4ffc60ba0d43eda99abd142521d6d631,580,408.5,True,2004-06-15,VVevqtuApXyEzNfZMtIEHCkvfEXWPAyrZtGyQm SYINNmamLZduEYPenIrqdroSXRUjRTfzSuGeylyDsGPwKTGFclQ
78055c90b7ed783145a80f21658ff9e7,320,925.6,False,2022-07-17,IdSnmUiEaICzfzEthrz VZEHWkTccuytjJtuClBkWfjIEQJJBbOGtj ePrV
02e40829e77607283f6997245525102b,516,494.9,True,2014-10-09,bfnVBHJcykNgXDbrAYBaoqZwspCKyTGyqnOuKGUKFHQcegBlCbkzyaKuVwfnK
f8b8c32e5f5ddf6869a96819ce997d2a,983,602.5,True,2011-11-02,LtzdyQnqfsHzlvMdhkkwBUoTwUBXWXvxOprebsFZtkhLKJXvXEtIQNqiFTBXHIFsYEDEOyxZJvpGshIciMJEbAaxn
